title_id,title_name,genre,region,licensing_cost,viewing_hours,ad_revenue,churn_risk_score,strategic_score
NFLX-0769,Royal Vengeance 3,Romance,UCAN,3996292,611724,5247523,8,3
NFLX-0770,Global Horizon 2,Documentary,EMEA,39141911,5808974,33888504,9,3
NFLX-0771,Royal Rivalry 4,Action,APAC,32602563,4695804,48864873,3,10
NFLX-0772,Lost Odyssey 2,Sci-Fi,APAC,25169189,6990747,23797755,10,4
NFLX-0773,Global Legacy 2,Sci-Fi,APAC,13805419,3773429,13935556,1,7
NFLX-0774,Royal Horizon 3,Comedy,UCAN,25190703,5594948,23580974,1,9
NFLX-0775,Infinite Kingdom 4,Sci-Fi,LATAM,14132854,3888635,13460629,5,5
NFLX-0776,Golden Kingdom 4,Comedy,APAC,14365090,4297134,18388266,5,4
NFLX-0777,Infinite Heist 4,Comedy,UCAN,19974519,3243610,31577767,8,4
NFLX-0778,Lost Frontier 4,Sci-Fi,UCAN,31966112,5695858,28979324,7,4
NFLX-0779,Golden Horizon 4,Animation,EMEA,5402679,705457,4733954,6,4
NFLX-0780,Silent Protocol 1,Drama,EMEA,34359240,5994014,44520170,7,6
NFLX-0781,Ultimate Hearts 1,Animation,LATAM,17967877,3750096,16816013,6,8
NFLX-0782,Ultimate Chronicles 3,Fantasy,APAC,10015750,1766663,10099129,3,8
NFLX-0783,Rising Vengeance 3,Unscripted,EMEA,18164152,4669667,23438027,5,9
NFLX-0784,Lost Horizon 2,Action,APAC,10651205,3047453,13255848,8,1
NFLX-0785,Dark Heist 1,Crime,LATAM,2906674,434373,3418824,8,7
NFLX-0786,Secret Kingdom 1,Romance,EMEA,38138309,7960912,45314398,3,2
NFLX-0787,Lost Chronicles 2,Documentary,LATAM,11794086,3161557,16511122,10,10
NFLX-0788,Dark Frontier 1,Fantasy,LATAM,28445405,4673817,43701544,8,2
NFLX-0789,Lost Legacy 3,Sci-Fi,APAC,25569073,7446214,32530784,6,3
NFLX-0790,Global Chronicles 4,Romance,APAC,18573654,2248247,23688158,1,10
NFLX-0791,Silent Protocol 2,Crime,UCAN,19488722,2533461,20629527,2,9
NFLX-0792,Royal Horizon 1,Unscripted,EMEA,12446102,3220527,12347331,7,2
NFLX-0793,Global Empire 2,Unscripted,APAC,19621723,5725576,25856219,3,2
NFLX-0794,Rising Kingdom 4,Documentary,LATAM,24595052,6634995,32770846,9,4
NFLX-0795,Silent Kingdom 4,Romance,EMEA,38286120,5216101,49016670,7,6
NFLX-0796,Royal Heist 4,Unscripted,UCAN,3213754,948664,3890805,4,3
NFLX-0797,Silent Hearts 1,Documentary,APAC,29850432,7888813,25771266,5,3
NFLX-0798,Ultimate Rivalry 3,Crime,APAC,20329436,4455785,25509956,1,9
NFLX-0799,Secret Hearts 4,Unscripted,UCAN,31682569,7043861,42096128,5,6
NFLX-0800,Rising Frontier 1,Fantasy,UCAN,8146081,1656246,11342708,3,7
NFLX-0801,Global Chronicles 4,Documentary,EMEA,39906887,10229083,55042601,8,10
NFLX-0802,Rising Protocol 2,Crime,LATAM,5749290,1315032,8035342,2,7
NFLX-0803,Shadow Legacy 1,Unscripted,UCAN,1392856,286763,1305646,7,10
NFLX-0804,Golden Kingdom 3,Animation,EMEA,27007815,3666967,38991522,3,1
NFLX-0805,Dark Chronicles 1,Crime,UCAN,14541152,2124865,17229720,4,7
NFLX-0806,Wild Hearts 2,Sci-Fi,EMEA,31599962,6191641,29025592,2,3
NFLX-0807,Ultimate Vengeance 4,Romance,APAC,1817197,409488,2703693,4,5
NFLX-0808,Royal Horizon 1,Action,UCAN,7389632,1835264,9638503,7,8
NFLX-0809,Golden Frontier 3,Drama,APAC,27322095,6185369,32482713,10,8
NFLX-0810,Dark Vengeance 1,Fantasy,UCAN,28820245,6328522,36345864,5,7
NFLX-0811,Silent Chronicles 4,Animation,EMEA,30586607,3784947,41536965,5,4
NFLX-0812,Silent Protocol 4,Crime,LATAM,39937108,7230515,60994192,10,8
NFLX-0813,Ultimate Odyssey 4,Unscripted,EMEA,32197183,8758137,46357634,10,4
NFLX-0814,Rising Vengeance 1,Romance,LATAM,12129369,2778047,11639189,2,7
NFLX-0815,Silent Odyssey 2,Crime,UCAN,1716723,286599,1866128,3,3
NFLX-0816,Shadow Legacy 1,Action,APAC,8148349,1154815,10544373,4,8
NFLX-0817,Rising Protocol 3,Drama,EMEA,10645408,2951601,15784228,10,2
NFLX-0818,Golden Legacy 4,Romance,UCAN,7606282,1747452,10841400,2,9
NFLX-0819,Global Hearts 1,Comedy,UCAN,14283236,2117716,21836048,5,8
NFLX-0820,Shadow Kingdom 1,Comedy,EMEA,22955130,3262773,33407257,4,8
NFLX-0821,Infinite Legacy 2,Romance,EMEA,19744023,2672197,23772162,6,7
NFLX-0822,Lost Rivalry 2,Comedy,APAC,15813035,3118142,14396115,7,8
NFLX-0823,Shadow Rivalry 3,Drama,APAC,10269997,2559002,14543563,9,2
NFLX-0824,Secret Protocol 3,Unscripted,LATAM,29630097,7604701,25161127,3,10
NFLX-0825,Global Rivalry 3,Unscripted,APAC,37652166,9408492,56434462,6,6
NFLX-0826,Global Odyssey 2,Unscripted,APAC,14266280,3315265,21542993,10,8
NFLX-0827,Golden Protocol 4,Crime,EMEA,6155997,1109364,5106868,3,9
NFLX-0828,Shadow Odyssey 2,Sci-Fi,EMEA,35486257,8318808,38061391,1,1
NFLX-0829,Shadow Frontier 3,Crime,EMEA,28869995,4038321,45890697,1,6
NFLX-0830,Rising Rivalry 3,Sci-Fi,UCAN,8871817,1978755,10282342,1,8
NFLX-0831,Lost Empire 2,Action,EMEA,19594853,5226226,26130479,10,3
NFLX-0832,Golden Horizon 2,Sci-Fi,EMEA,35158495,9426403,44506971,6,8
NFLX-0833,Secret Heist 4,Unscripted,UCAN,6690699,1872938,5685454,8,4
NFLX-0834,Silent Chronicles 3,Fantasy,APAC,39976081,10401314,49857159,5,10
NFLX-0835,Silent Rivalry 4,Romance,APAC,28479185,4157457,41552539,3,8
NFLX-0836,Golden Kingdom 2,Fantasy,UCAN,14770199,1859115,17197620,3,9
NFLX-0837,Lost Chronicles 4,Sci-Fi,UCAN,25302494,3219762,31815654,3,2
NFLX-0838,Lost Odyssey 3,Documentary,EMEA,33109911,4824660,27229002,10,7
NFLX-0839,Global Odyssey 3,Crime,LATAM,33302387,7278460,26697478,2,1
NFLX-0840,Infinite Kingdom 3,Animation,APAC,23170934,4762575,33020422,10,3
NFLX-0841,Ultimate Hearts 4,Romance,APAC,10498052,1874310,15674394,10,10
NFLX-0842,Infinite Horizon 2,Unscripted,EMEA,36805523,8858349,30793553,8,5
NFLX-0843,Wild Chronicles 2,Drama,EMEA,38151049,9000006,50211653,2,4
NFLX-0844,Royal Hearts 1,Animation,LATAM,32432792,4000894,38987817,9,3
NFLX-0845,Global Odyssey 2,Crime,APAC,6180627,1416809,8934323,7,10
NFLX-0846,Global Kingdom 1,Action,APAC,12613687,3465442,14278052,6,7
NFLX-0847,Rising Chronicles 1,Sci-Fi,LATAM,19649630,3261834,17983879,2,3
NFLX-0848,Rising Horizon 2,Drama,EMEA,12677429,1654788,10417511,7,2
NFLX-0849,Lost Heist 4,Action,EMEA,25700261,7245167,39919239,1,4
NFLX-0850,Dark Frontier 2,Romance,APAC,8222980,1457938,8349860,9,7
NFLX-0851,Secret Kingdom 1,Unscripted,LATAM,1749757,513423,1776576,2,4
NFLX-0852,Shadow Rivalry 2,Documentary,APAC,30429362,7133975,26386111,4,3
NFLX-0853,Lost Hearts 2,Crime,APAC,37755636,4537479,43849154,8,10
NFLX-0854,Rising Rivalry 2,Drama,UCAN,32858972,5426988,33471540,7,6
NFLX-0855,Wild Empire 3,Drama,LATAM,36342125,6327705,45444564,7,2
NFLX-0856,Ultimate Vengeance 3,Unscripted,LATAM,34377913,6095022,53833533,6,5
NFLX-0857,Golden Kingdom 3,Crime,EMEA,23426388,6854998,22688436,6,1
NFLX-0858,Golden Heist 1,Animation,APAC,787175,189777,1197415,7,9
NFLX-0859,Golden Vengeance 4,Unscripted,UCAN,5702488,1600477,7019303,8,2
NFLX-0860,Lost Horizon 3,Unscripted,LATAM,1065820,198974,959036,4,8
NFLX-0861,Global Empire 1,Documentary,EMEA,13352131,3076593,11642700,5,4
NFLX-0862,Dark Kingdom 3,Drama,EMEA,33573789,8301261,51153228,4,1
NFLX-0863,Dark Rivalry 4,Sci-Fi,EMEA,38691804,5830308,46440244,4,10
NFLX-0864,Wild Rivalry 2,Sci-Fi,LATAM,4865386,1401432,4388309,4,9
NFLX-0865,Golden Odyssey 2,Drama,EMEA,38088746,4584052,57379993,7,1
NFLX-0866,Lost Horizon 4,Documentary,UCAN,35282206,6529499,41395532,1,4
NFLX-0867,Global Odyssey 4,Fantasy,APAC,21722639,3367649,17467769,2,10
NFLX-0868,Global Vengeance 2,Unscripted,UCAN,17276153,3096930,16541941,2,2
NFLX-0869,Global Kingdom 4,Drama,EMEA,17304695,3551680,17265289,6,1
NFLX-0870,Lost Hearts 2,Sci-Fi,APAC,6920355,1551600,8998392,2,1
NFLX-0871,Global Horizon 3,Sci-Fi,LATAM,4660899,930060,7155843,5,10
NFLX-0872,Wild Horizon 1,Sci-Fi,UCAN,38031172,10382026,32013214,7,2
NFLX-0873,Royal Horizon 2,Animation,UCAN,30927913,8138050,34241406,10,10
NFLX-0874,Secret Protocol 1,Romance,EMEA,39947486,5532093,38109304,10,2
NFLX-0875,Royal Empire 2,Fantasy,EMEA,24349900,6097997,27681102,8,3
NFLX-0876,Dark Heist 1,Drama,LATAM,21415608,4547874,27146806,6,5
NFLX-0877,Royal Hearts 2,Comedy,APAC,21214789,3657249,27211437,1,9
NFLX-0878,Royal Rivalry 2,Drama,LATAM,34531432,7621121,50255217,1,7
NFLX-0879,Lost Empire 2,Crime,UCAN,23421161,4816105,22284870,8,10
NFLX-0880,Golden Protocol 3,Animation,EMEA,28598165,3971502,30396853,1,8
NFLX-0881,Dark Legacy 2,Crime,APAC,14803483,3733816,14673437,6,7
NFLX-0882,Dark Horizon 2,Drama,EMEA,1163847,145950,999727,2,3
NFLX-0883,Rising Kingdom 2,Animation,EMEA,3446402,537094,5446167,5,3
NFLX-0884,Dark Odyssey 2,Action,LATAM,12481712,1893400,11942377,5,2
NFLX-0885,Global Rivalry 2,Unscripted,UCAN,23208517,4059471,35947469,4,6
NFLX-0886,Lost Rivalry 2,Fantasy,APAC,4887411,1363050,4373229,3,4
NFLX-0887,Dark Hearts 4,Action,EMEA,29325952,4810011,46381492,1,10
NFLX-0888,Royal Empire 3,Comedy,EMEA,17087408,4497579,14397972,3,9
NFLX-0889,Royal Kingdom 2,Sci-Fi,APAC,4853556,921500,4532963,9,6
NFLX-0890,Silent Hearts 4,Comedy,EMEA,25590576,5297082,31230240,8,8
NFLX-0891,Rising Frontier 4,Animation,UCAN,14404929,2254948,14053751,4,7
NFLX-0892,Dark Odyssey 4,Unscripted,LATAM,25605919,3463369,25698699,2,5
NFLX-0893,Silent Hearts 3,Crime,UCAN,31722607,5727431,38378316,8,8
NFLX-0894,Infinite Horizon 3,Romance,EMEA,18822026,2867005,20815217,4,5
NFLX-0895,Wild Chronicles 3,Sci-Fi,EMEA,34172873,8059938,41357131,5,4
NFLX-0896,Secret Chronicles 1,Action,UCAN,37143188,5771915,35666570,6,5
NFLX-0897,Rising Vengeance 3,Crime,LATAM,36948544,4490581,56527800,5,5
NFLX-0898,Lost Horizon 4,Animation,UCAN,32175651,9590578,42577164,3,7
NFLX-0899,Dark Empire 2,Romance,LATAM,35116453,7707034,44583950,8,8
NFLX-0900,Lost Chronicles 3,Crime,APAC,28530558,5734498,27608102,9,1
NFLX-0901,Lost Heist 2,Documentary,UCAN,34041024,9196992,49302333,6,4
NFLX-0902,Infinite Horizon 4,Fantasy,EMEA,22382825,4972656,28416430,1,3
NFLX-0903,Ultimate Protocol 4,Unscripted,LATAM,26715148,5064072,22733719,8,2
NFLX-0904,Lost Frontier 4,Documentary,UCAN,12004047,2635167,10604981,1,10
NFLX-0905,Silent Legacy 2,Crime,UCAN,26396915,4274903,27111059,9,2
NFLX-0906,Silent Legacy 3,Fantasy,UCAN,12031028,3413999,12769945,7,3
NFLX-0907,Secret Heist 4,Romance,UCAN,26604871,7338312,41612077,3,4
NFLX-0908,Rising Horizon 4,Comedy,EMEA,39925917,9942310,38423835,8,5
NFLX-0909,Dark Legacy 2,Romance,UCAN,27292335,4487712,35040052,6,10
NFLX-0910,Silent Kingdom 4,Animation,UCAN,6613797,1842464,6814389,8,6
NFLX-0911,Golden Vengeance 3,Unscripted,LATAM,28353719,7995568,28334094,7,8
NFLX-0912,Infinite Rivalry 2,Animation,UCAN,26910781,3440801,36569485,3,5
NFLX-0913,Wild Hearts 3,Sci-Fi,LATAM,33617390,8644205,37954790,2,6
NFLX-0914,Secret Chronicles 3,Unscripted,APAC,11562165,2440676,11587755,8,1
NFLX-0915,Secret Rivalry 4,Unscripted,EMEA,27299376,5225138,40529159,1,5
NFLX-0916,Secret Vengeance 2,Action,APAC,33031641,4454605,38616815,4,8
NFLX-0917,Ultimate Kingdom 3,Comedy,LATAM,1712397,260117,2201441,2,9
NFLX-0918,Golden Horizon 2,Sci-Fi,UCAN,18837649,3474710,17383329,4,1
NFLX-0919,Wild Hearts 2,Romance,UCAN,35589511,8860146,46722257,2,7
NFLX-0920,Golden Odyssey 4,Drama,UCAN,3765832,971888,5339677,4,6
NFLX-0921,Dark Empire 1,Drama,APAC,2375301,429171,3780131,4,2
NFLX-0922,Dark Chronicles 2,Comedy,UCAN,28395813,7576354,34358936,6,9
NFLX-0923,Wild Empire 2,Fantasy,APAC,29214560,4629935,26195035,6,6
NFLX-0924,Ultimate Legacy 4,Action,UCAN,26617874,4248673,25825043,5,10
NFLX-0925,Lost Legacy 1,Crime,APAC,20735620,4352897,29320915,2,9
NFLX-0926,Royal Heist 3,Sci-Fi,EMEA,26576185,7840666,35673755,3,6
NFLX-0927,Ultimate Rivalry 3,Romance,UCAN,22988530,6532847,18715399,8,7
NFLX-0928,Shadow Rivalry 2,Fantasy,UCAN,16109918,4133956,13161331,2,5
NFLX-0929,Dark Vengeance 4,Crime,UCAN,4521365,948450,4114642,4,3
NFLX-0930,Infinite Empire 1,Crime,APAC,22558002,3996307,20469438,1,9
NFLX-0931,Infinite Rivalry 3,Drama,LATAM,22731171,3569865,24417431,1,4
NFLX-0932,Wild Vengeance 2,Animation,APAC,35495388,7085765,37529614,1,2
NFLX-0933,Silent Chronicles 2,Drama,LATAM,14204973,2148667,12790850,9,4
NFLX-0934,Dark Hearts 1,Unscripted,APAC,21401926,3329209,19932192,7,3
NFLX-0935,Royal Empire 3,Documentary,APAC,14015792,3652963,14260908,2,6
NFLX-0936,Infinite Horizon 2,Romance,APAC,28866732,7282702,34762301,3,8
NFLX-0937,Global Horizon 4,Sci-Fi,EMEA,36550726,9166800,33708503,5,7
NFLX-0938,Silent Odyssey 4,Documentary,APAC,38224717,5081943,49111891,3,8
NFLX-0939,Dark Heist 2,Drama,UCAN,34101395,6389455,47206387,7,7
NFLX-0940,Infinite Vengeance 3,Unscripted,APAC,21156834,4779236,27775516,7,1
NFLX-0941,Secret Horizon 2,Crime,APAC,17630102,4500681,24982141,6,9
NFLX-0942,Golden Kingdom 3,Drama,APAC,28956865,4738024,40207515,1,6
NFLX-0943,Wild Vengeance 1,Comedy,EMEA,31066125,4551999,48320629,4,10
NFLX-0944,Royal Rivalry 2,Drama,UCAN,6694537,1908203,8806783,7,10
NFLX-0945,Secret Hearts 2,Unscripted,LATAM,29146859,5083198,29213808,9,7
NFLX-0946,Royal Odyssey 4,Sci-Fi,UCAN,38927320,7084410,55329458,3,5
NFLX-0947,Golden Empire 4,Documentary,UCAN,11801044,1419478,17148232,2,7
NFLX-0948,Shadow Horizon 3,Unscripted,LATAM,12338090,3044158,13568458,4,8
NFLX-0949,Ultimate Hearts 1,Romance,LATAM,12957958,3304082,12449392,4,5
NFLX-0950,Infinite Kingdom 1,Comedy,UCAN,20171325,2873257,17520120,2,6
NFLX-0951,Global Frontier 2,Romance,APAC,7265187,1219785,5867403,1,10
NFLX-0952,Global Chronicles 2,Fantasy,UCAN,25710505,7652511,32970840,5,8
NFLX-0953,Silent Protocol 4,Action,EMEA,23523537,6281548,37627217,6,7
NFLX-0954,Infinite Frontier 1,Action,EMEA,7222789,1998527,5796055,7,3
NFLX-0955,Global Frontier 1,Fantasy,EMEA,17179078,3973577,18806691,8,9
NFLX-0956,Infinite Rivalry 2,Drama,EMEA,1616040,447995,2112199,6,8
NFLX-0957,Dark Frontier 4,Unscripted,UCAN,23876296,6868423,27274681,8,2
NFLX-0958,Golden Horizon 3,Animation,LATAM,10107401,2807048,15119529,9,1
NFLX-0959,Ultimate Kingdom 1,Documentary,APAC,11777835,3438058,17868469,8,9
NFLX-0960,Dark Empire 2,Comedy,UCAN,7577950,1885679,8698840,3,6
NFLX-0961,Infinite Odyssey 2,Documentary,APAC,8760974,2506449,11672956,8,2
NFLX-0962,Golden Protocol 2,Animation,UCAN,23533492,5863126,25924689,7,9
NFLX-0963,Infinite Empire 2,Documentary,UCAN,20027102,2724589,17426468,10,4
NFLX-0964,Golden Chronicles 3,Comedy,EMEA,26014461,3129595,32818113,1,10
NFLX-0965,Shadow Empire 4,Unscripted,EMEA,24996335,7201607,35945092,3,9
NFLX-0966,Wild Frontier 2,Sci-Fi,APAC,1116631,226573,1374164,3,5
NFLX-0967,Dark Kingdom 4,Comedy,EMEA,10289216,2807339,14380701,1,10
NFLX-0968,Lost Odyssey 1,Documentary,APAC,14975721,3695188,17911268,7,1
NFLX-0969,Lost Heist 2,Crime,UCAN,12513844,3140113,18588352,5,3
NFLX-0970,Global Hearts 4,Action,APAC,32270786,8273860,51383205,7,2
NFLX-0971,Shadow Vengeance 3,Documentary,LATAM,37276330,5351469,41563777,10,1
NFLX-0972,Golden Odyssey 4,Comedy,LATAM,30154315,5198443,40912301,3,4
NFLX-0973,Dark Vengeance 2,Drama,EMEA,39133371,10229066,34498346,3,7
NFLX-0974,Infinite Rivalry 2,Drama,UCAN,24362828,3711285,38476872,1,2
NFLX-0975,Shadow Rivalry 3,Animation,APAC,10470251,2017815,13627848,1,2
NFLX-0976,Dark Horizon 4,Documentary,LATAM,25690764,7666368,36498350,2,8
NFLX-0977,Wild Horizon 3,Romance,EMEA,1278625,172454,1145648,8,9
NFLX-0978,Dark Legacy 4,Documentary,UCAN,12653186,3795851,14009201,7,5
NFLX-0979,Royal Heist 1,Action,UCAN,36571757,9739652,34666802,1,7
NFLX-0980,Shadow Hearts 4,Sci-Fi,UCAN,14422657,4060964,22680274,3,10
NFLX-0981,Golden Heist 1,Fantasy,APAC,21592053,3091698,19399082,4,3
NFLX-0982,Secret Hearts 3,Drama,UCAN,8869624,1644789,10687175,9,3
NFLX-0983,Infinite Rivalry 1,Crime,EMEA,3598165,768207,5602241,5,9
NFLX-0984,Silent Heist 4,Action,EMEA,36618627,8928626,44252595,1,4
NFLX-0985,Global Empire 2,Documentary,LATAM,9506546,1510468,12184687,6,5
NFLX-0986,Ultimate Vengeance 4,Sci-Fi,EMEA,17993565,5086039,19890551,7,8
NFLX-0987,Secret Odyssey 4,Comedy,LATAM,5235070,882067,6824722,4,6
NFLX-0988,Royal Rivalry 2,Unscripted,LATAM,21730582,4303804,34637660,1,10
NFLX-0989,Dark Chronicles 3,Sci-Fi,UCAN,37300406,6687379,41978809,2,6
NFLX-0990,Lost Odyssey 2,Crime,EMEA,1161917,344284,1020578,4,7
NFLX-0991,Secret Chronicles 2,Fantasy,EMEA,33357748,6097864,29235812,10,5
NFLX-0992,Shadow Odyssey 1,Drama,LATAM,21840376,4152322,34010013,6,9
NFLX-0993,Shadow Frontier 4,Romance,LATAM,17885291,3799582,14444124,3,3
NFLX-0994,Ultimate Horizon 3,Drama,EMEA,17217598,3362319,23115868,8,3
NFLX-0995,Silent Protocol 4,Fantasy,EMEA,19010166,4062606,29695648,4,5
NFLX-0996,Wild Chronicles 3,Unscripted,EMEA,6549232,876318,8564701,4,2
NFLX-0997,Ultimate Frontier 1,Sci-Fi,EMEA,37689032,10006530,58179473,1,7
NFLX-0998,Wild Hearts 2,Romance,APAC,35061835,8478630,47266771,9,2
NFLX-0999,Infinite Legacy 2,Drama,APAC,36357931,5961272,50891445,9,10
NFLX-1000,Global Frontier 4,Comedy,LATAM,12231582,3315903,10520357,9,6
NFLX-1001,Global Horizon 4,Unscripted,LATAM,25550644,4620388,40262263,4,9
NFLX-1002,Secret Odyssey 3,Romance,EMEA,18267124,4618744,17727380,10,7
NFLX-1003,Dark Odyssey 1,Romance,APAC,4358540,1005931,4727251,6,5
NFLX-1004,Lost Chronicles 1,Action,LATAM,27482332,3799179,29780565,8,4
NFLX-1005,Secret Hearts 2,Unscripted,UCAN,33209676,8584720,26751335,5,4
NFLX-1006,Silent Horizon 3,Documentary,EMEA,29245509,6333317,44270526,5,2
NFLX-1007,Silent Rivalry 4,Comedy,LATAM,24238940,2934022,33878108,4,2
NFLX-1008,Dark Odyssey 1,Comedy,APAC,28756574,8114518,40119423,3,4
NFLX-1009,Silent Rivalry 3,Sci-Fi,APAC,33320786,8795608,41321071,3,6
NFLX-1010,Infinite Hearts 4,Comedy,UCAN,7739676,1104469,11100013,6,9
NFLX-1011,Global Rivalry 2,Drama,EMEA,29334333,7413891,46382004,7,8
NFLX-1012,Rising Odyssey 4,Sci-Fi,APAC,17126039,4303169,22162644,3,4
NFLX-1013,Rising Chronicles 3,Crime,APAC,13815234,3604243,16289739,2,9
NFLX-1014,Royal Heist 2,Animation,LATAM,15893712,3055263,14246629,5,4
NFLX-1015,Ultimate Horizon 1,Animation,LATAM,6602573,1244343,9847606,9,5
NFLX-1016,Golden Rivalry 2,Crime,EMEA,29093466,6161282,34427933,1,5
NFLX-1017,Secret Odyssey 3,Documentary,EMEA,28556484,8027773,28487231,3,1
NFLX-1018,Global Legacy 3,Crime,EMEA,32179287,7374653,32955692,7,3
NFLX-1019,Rising Kingdom 3,Action,EMEA,7984558,977781,7006527,9,3
NFLX-1020,Lost Protocol 3,Animation,EMEA,16488835,2602037,21768538,7,2
NFLX-1021,Secret Heist 1,Drama,LATAM,13447145,3853818,18338248,2,9
NFLX-1022,Royal Protocol 3,Romance,LATAM,36306441,4643085,49980012,4,7
NFLX-1023,Shadow Vengeance 3,Fantasy,EMEA,25062651,6243573,29042243,7,2
NFLX-1024,Silent Horizon 1,Comedy,EMEA,9152630,2672975,9442997,1,4
NFLX-1025,Golden Horizon 4,Fantasy,UCAN,11607739,2457011,13351174,9,7
NFLX-1026,Infinite Frontier 3,Crime,LATAM,741628,118071,688232,1,9
NFLX-1027,Silent Hearts 3,Documentary,LATAM,20388630,4473003,27863178,3,4
NFLX-1028,Global Hearts 2,Documentary,UCAN,10441471,1775010,16222253,3,5
NFLX-1029,Global Rivalry 2,Crime,UCAN,593949,138914,783369,6,6
NFLX-1030,Secret Vengeance 3,Comedy,APAC,20290091,2643949,21501574,1,6
NFLX-1031,Dark Vengeance 3,Comedy,EMEA,1549481,458920,1905723,10,2
NFLX-1032,Golden Vengeance 4,Documentary,LATAM,30174525,5080871,29465762,10,7
NFLX-1033,Ultimate Kingdom 2,Unscripted,EMEA,10454538,1430853,15909031,3,8
NFLX-1034,Ultimate Heist 2,Animation,APAC,12606884,1560587,16616521,3,3
NFLX-1035,Infinite Rivalry 2,Sci-Fi,LATAM,5335105,1077180,6087973,7,2
NFLX-1036,Golden Hearts 2,Drama,UCAN,25858770,3615221,28630634,1,1
NFLX-1037,Ultimate Empire 1,Documentary,LATAM,1405761,171068,2015749,2,9
NFLX-1038,Golden Protocol 1,Crime,LATAM,32740804,9188060,46090454,3,5
NFLX-1039,Lost Kingdom 2,Crime,UCAN,36975441,8613334,50051175,2,1
NFLX-1040,Global Chronicles 3,Sci-Fi,APAC,10018387,1606711,8024410,4,7
NFLX-1041,Infinite Heist 3,Documentary,LATAM,26319719,6545009,35516171,2,8
NFLX-1042,Ultimate Chronicles 2,Sci-Fi,EMEA,24478527,4407859,21076793,6,2
NFLX-1043,Global Frontier 2,Comedy,APAC,36099953,5510505,38550246,7,3
NFLX-1044,Wild Rivalry 3,Animation,EMEA,23879767,4030828,35827333,8,6
NFLX-1045,Rising Vengeance 1,Drama,LATAM,10337427,1967294,10918440,8,2
NFLX-1046,Secret Frontier 4,Documentary,LATAM,6569796,939194,6953752,7,6
NFLX-1047,Lost Kingdom 4,Romance,APAC,22878467,6633049,20832606,4,7
NFLX-1048,Infinite Hearts 4,Fantasy,APAC,36233754,5848874,44530198,2,10
NFLX-1049,Golden Horizon 2,Sci-Fi,LATAM,24773909,7404994,19875930,1,6
NFLX-1050,Shadow Kingdom 2,Sci-Fi,UCAN,23944316,6533906,26067861,3,5
NFLX-1051,Silent Heist 4,Crime,LATAM,15571791,2254861,13153375,3,7
NFLX-1052,Golden Legacy 4,Action,UCAN,7614199,1014810,10128391,10,3
NFLX-1053,Global Heist 3,Comedy,UCAN,16944745,3769408,14600477,7,3
NFLX-1054,Ultimate Kingdom 2,Fantasy,EMEA,32053547,5792738,36195441,1,5
NFLX-1055,Secret Heist 1,Drama,LATAM,34275584,6558644,31817305,7,8
NFLX-1056,Shadow Vengeance 3,Animation,EMEA,15754841,2335247,17943758,2,9
NFLX-1057,Infinite Heist 2,Unscripted,UCAN,15190560,4071843,16919743,9,10
NFLX-1058,Secret Vengeance 4,Romance,EMEA,27685792,4143687,40471172,6,7
NFLX-1059,Dark Odyssey 1,Sci-Fi,UCAN,24840494,6766293,31859228,1,4
NFLX-1060,Rising Heist 1,Sci-Fi,LATAM,1236654,217207,1737767,9,4
NFLX-1061,Wild Legacy 2,Documentary,UCAN,38760291,8584360,48521583,8,1
NFLX-1062,Global Protocol 1,Documentary,UCAN,24434318,7148822,34240873,9,4
NFLX-1063,Lost Horizon 3,Comedy,UCAN,22734387,5762285,25595037,2,9
NFLX-1064,Ultimate Legacy 4,Romance,UCAN,19969582,4849160,18551310,2,2
NFLX-1065,Golden Empire 2,Comedy,LATAM,34163142,8580746,41441279,9,6
NFLX-1066,Silent Heist 3,Documentary,EMEA,29417306,7304236,24475502,7,4
NFLX-1067,Dark Frontier 1,Comedy,APAC,7036808,1025066,10159610,5,9
NFLX-1068,Secret Kingdom 1,Romance,EMEA,11889557,1772317,18396054,5,10
NFLX-1069,Lost Protocol 1,Sci-Fi,LATAM,31419815,6446936,31619496,5,8
NFLX-1070,Wild Heist 1,Animation,APAC,3157017,541720,3443603,7,10
NFLX-1071,Wild Heist 4,Action,EMEA,25577448,4971615,22170338,8,5
NFLX-1072,Wild Legacy 1,Crime,UCAN,10872495,1873536,16117906,3,10
NFLX-1073,Infinite Chronicles 2,Unscripted,APAC,6774888,1384299,7311122,9,8
NFLX-1074,Secret Chronicles 2,Sci-Fi,APAC,29565815,5297298,28370670,6,6
NFLX-1075,Royal Kingdom 2,Romance,UCAN,19181434,4183751,22320723,8,3
NFLX-1076,Wild Empire 3,Animation,UCAN,26020482,6909375,22115333,7,8
NFLX-1077,Dark Legacy 2,Drama,APAC,18609200,2822997,18640036,3,2
NFLX-1078,Rising Horizon 1,Documentary,APAC,28667057,6895458,34968716,5,3
NFLX-1079,Global Chronicles 4,Action,EMEA,11541641,3341876,11067097,8,8
NFLX-1080,Shadow Vengeance 2,Unscripted,EMEA,38773317,4722111,43089189,10,4
NFLX-1081,Secret Vengeance 2,Action,EMEA,1452058,294126,1336481,3,8
NFLX-1082,Lost Chronicles 4,Documentary,UCAN,30736500,8431270,47784776,8,10
NFLX-1083,Secret Legacy 2,Crime,APAC,37147226,8475875,52730766,4,6
NFLX-1084,Dark Empire 1,Action,EMEA,1586577,278053,1652508,2,8
